EQUIPOS PARA REVISION QUITO - GUAYAQUIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITEM;CD;AREA;MODELO;SN;ENE;MANTE_ENE;FEB;MANTE_FEB;MARZO;MANTE_MAR;ABRIL;MANTE_ABRIL;MAYO;MANTE_MAY;JUN;MANTE_JUN;JUL;MANTE_JUL;AGOST;MANTE_AGOSTO;SEP;MANTE_SEP;OCT;MANTE_OCT;NOV;MANTE_NOV;DIC;MANTE_DIC;;
171;CD LOMAS DE SARGENTILLO;FRIOS;RS;21777    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;;;;;8/5/2024;Mantenimiento preventivo;;;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
172;CD LOMAS DE SARGENTILLO;FRIOS;RS;25479    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;;;;;8/5/2024;Mantenimiento preventivo;;;;;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
173;CD LOMAS DE SARGENTILLO;FRIOS;RS;20076    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;;;;;;;;;;;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
174;CD LOMAS DE SARGENTILLO;FRIOS;MC92;20052010561710    ;17/1/2024;Mantenimiento preventivo;6/2/2024;CARPETA DE APLICACIONES Y FUSION EQUIPO NUEVO;12/3/2024;Mantenimiento preventivo;;;8/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;;;;;;;;;;;26/12/2024;Configuracion;;
175;CD LOMAS DE SARGENTILLO;FRIOS;mC92;1505000505053    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Carcasa superior;;;1/5/2024;Carcasa inferior;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
;;;;1505000505053    ;;;;;12/3/2024;Flex interno;;;;;;;;;;;;;;;;;;;;
;;;;1505000505053    ;;;;;12/3/2024;Tactil;;;;;;;;;;;;;;;;;;;;
;;;;1505000505053    ;;;;;12/3/2024;Carcasa inferior;;;;;;;;;;;;;;;;;;;;
176;CD LOMAS DE SARGENTILLO;FRIOS;mC92;1505000505161    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Seguro de bateria;4/9/2024;Mantenimiento preventivo;;;20/11/2024;Teclado con protector;;;;
177;CD LOMAS DE SARGENTILLO;FRIOS;mc92;19337010559254    ;17/1/2024;Mantenimiento preventivo;14/2/2024;Teclado con protector;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivp;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Flex;4/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;;;14/12/2024;Mantenimiento preventivo;;
;;;;19337010559254    ;;;;;;;;;;;;;;;7/8/2024;Seguro de bateria;;;;;;;;;;
;;;;19337010559254    ;;;;;;;;;;;;;;;7/8/2024;Teclado con protector;;;;;;;;;;
178;CD LOMAS DE SARGENTILLO;FRIOS;mc92;1505000505033    ;31/1/2024;Tactil;7/2/2024;Mantenimiento preventivo;27/3/2024;Se retira a laboratorio;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
;;;;1505000505033    ;31/1/2024;Carcasa superior;;;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505033    ;31/1/2024;Flex interno;;;;;;;;;;;;;;;;;;;;;;;;
179;CD LOMAS DE SARGENTILLO;FRIOS;MC92;19337010559250    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Seguro de bateria;10/7/2024;Mantenimiento preventivo;7/8/2024;Flex;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Carcasa superior;;
;;;;19337010559250    ;;;;;;;;;;;;;;;7/8/2024;Escaner MC92;;;;;;;;;;
180;CD LOMAS DE SARGENTILLO;FRIOS;mc92;19337010559256    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;;;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Teclado con protecor;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Seguro de bateria;13/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
181;CD LOMAS DE SARGENTILLO;FRIOS;MC92;19337010559245    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;;;5/6/2024;Teclado con protecor;10/7/2024;Seguro de bateria;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;21/12/2024;Seguro de bateria;;
;;;;19337010559245    ;;;;;;;;;;;;;4/7/2024;Flex interno;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
182;CD LOMAS DE SARGENTILLO;FRIOS;mc93;22192522509226    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;7/8/2024;Mantenimiento preventivo;;;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;21/12/2024;Configuracion;;
;;;;22192522509226    ;;;;;;;;;;;;;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
183;CD LOMAS DE SARGENTILLO;FRIOS;mc93;21257522504687    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;;;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;18/12/2024;Se retira a laboratorio;;
;;;;21257522504687    ;;;;;;;;;;;;;;;;;;;;;;;4/12/2024;Mantenimiento preventivo;;
184;CD LOMAS DE SARGENTILLO;FRIOS;ET51;XAHA4FO1300687;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
185;CD LOMAS DE SARGENTILLO;FRIOS;zt410;18J181905980;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
186;CD LOMAS DE SARGENTILLO;FRIOS;zt410;18J182101944;17/1/2024;Seguro de cabezal;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
187;CD LOMAS DE SARGENTILLO;FRIOS;zt410;18J183506589;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
188;CD LOMAS DE SARGENTILLO;FRIOS;zt410;18J181905982;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
189;CD LOMAS DE SARGENTILLO;FRIOS;GC420D;53J174101195;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;;;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
190;CD LOMAS DE SARGENTILLO;FRIOS;GC420D;53J194203122;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
191;CD LOMAS DE SARGENTILLO;FRIOS;GC420D;53J173201582;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
192;CD LOMAS DE SARGENTILLO;FRIOS;ZQ510;XXRAJ182100467;31/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;;;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
193;CD LOMAS DE SARGENTILLO;FRIOS;ZD230d;D4N211300547;17/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
194;CD LOMAS DE SARGENTILLO;FRIOS;ZT410;18J183506573;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Panel frontal;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
195;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1632700500541    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;27/3/2024;Colocan tornillos;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;4/7/2024;Teclado con protector;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
196;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1505000505177    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Flex;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
;;;;1505000505177    ;;;;;;;;;;;;;;;7/8/2024;Carcasa inferior;;;;;;;;;;
197;CD LOMAS DE SARGENTILLO;FRIOS;ET50;BZ90207034;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;;;14/12/2024;Mantenimiento preventivo;;
198;CD LOMAS DE SARGENTILLO;FRIOS;ET50;BZ90207020;31/1/2024;Mantenimiento preventivo;;;;;;;1/5/2024;Mantenimiento preventivo;;;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Se retira a laboratorio;20/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
199;CD LOMAS DE SARGENTILLO;FRIOS;tc52;22073524201382    ;31/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;;;;;1/5/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;
200;CD LOMAS DE SARGENTILLO;FRIOS;RS;20062    ;;;;;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;;;;;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;;;;;;;;
201;CD LOMAS DE SARGENTILLO;FRIOS;RS;20574    ;;;;;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;;;;;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;;;;;;;;
202;CD LOMAS DE SARGENTILLO;FRIOS;mc93;22279522504988    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;26/12/2024;Mantenimeinto preventivo;;
203;CD LOMAS DE SARGENTILLO;FRIOS;mc93;21257522504678    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;4/7/2024;Se retira a laboratorio;;;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;21/12/2024;Configuracion ;;
204;CD LOMAS DE SARGENTILLO;FRIOS;mc93;22279522504992    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Se retira a laboratorio;2/10/2024;Se devuelve;13/11/2024;Mantenimiento preventivo;14/12/2024;Instalacion home scream;;
205;CD LOMAS DE SARGENTILLO;FRIOS;mc93;22192522509273    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
206;CD LOMAS DE SARGENTILLO;FRIOS;mc93;22192522509297    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
207;CD LOMAS DE SARGENTILLO;FRIOS;mc93;2192522509267    ;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;4/7/2024;Se retira a laboratorio;;;;;;;;;;;;
208;CD LOMAS DE SARGENTILLO;FRIOS;mc93;22192522509264    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
209;CD LOMAS DE SARGENTILLO;FRIOS;mc93;21257522504670    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Se retira a laboratorio;20/11/2024;Mantenimiento preventivo;21/12/2024;Configuracion;;
;;;;21257522504670    ;;;;;;;;;;;;;;;;;;;;;;;4/12/2024;Mantenimiento preventivo;;
210;CD LOMAS DE SARGENTILLO;FRIOS;mc93;21257522504668    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Actualizacion de SO;;
211;CD LOMAS DE SARGENTILLO;FRIOS;Zq510;XXRAJ184600661;17/1/2024;Mantenimiento preventivo;;;;;17/4/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;
212;CD LOMAS DE SARGENTILLO;FRIOS;Zq510;XXRAJ184600663;17/1/2024;Mantenimiento preventivo;;;;;;;;;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
213;CD LOMAS DE SARGENTILLO;FRIOS;Zq510;XXRAJ184600518;17/1/2024;Mantenimiento preventivo;;;12/3/2024;Mantenimiento preventivo;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
214;CD LOMAS DE SARGENTILLO;FRIOS;Mc92;1505000505050    ;17/1/2024;Tactil;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventivo;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;20/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
;;;;1505000505050    ;17/1/2024;Carcasa superior;;;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505050    ;17/1/2024;Flex interno;;;;;;;;;;;;;;;;;;;;;;;;
215;CD LOMAS DE SARGENTILLO;FRIOS;Mc93;22192522509274    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Manteniminto preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;18/12/2024;Se retira a oficina;;
;;;;22192522509274    ;;;;;;;;;;;;;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
216;CD LOMAS DE SARGENTILLO;FRIOS;Mc92;1505000505141    ;31/1/2024;Seguro de bateria;7/2/2024;Mantenimento preventivo;27/3/2024;Teclado con protector;17/4/2024;Seguro de bateria;1/5/2024;Manteniminto preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Teclado con protector;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;21/12/2024;Configuracion;;
;;;;1505000505141    ;;;;;;;;;;;;;;;;;;;;;;;4/12/2024;Mantenimiento preventivo;;
217;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1632700500594    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Manteniminto preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
218;CD LOMAS DE SARGENTILLO;FRIOS;Mc93;22192522509272    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;1/5/2024;Manteniminto preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;No funciona tecla entrer;;
219;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1833300501153    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimienot preventivo;1/5/2024;Flex interno;5/6/2024;Teclado con protector;4/7/2024;Seguro de bateria;;;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;4/12/2024;Mantenimiento preventivo;;
220;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1505000505051    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimienot preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Seguro de bateria;4/12/2024;Mantenimiento preventivo;;
;;;;1505000505051    ;;;;;;;;;;;;;;;;;;;;;13/11/2024;Teclado con protector;;;;
221;CD LOMAS DE SARGENTILLO;FRIOS;MC92;19337010559249    ;17/1/2024;Mantenimiento preventivo;21/2/2024;Flex interno;12/3/2024;Escaner;;;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Teclado con protector;7/8/2024;Mantenimiento preventivo;4/9/2024;Teclado con protector;2/10/2024;Mantenimiento preventivo;13/11/2024;Seguro de bateria;18/12/2024;Antena;;
;;;;19337010559249    ;;;;;;;;;;;;;;;;;;;;;;;14/12/2024;Mantenimiento preventivo;;
222;CD LOMAS DE SARGENTILLO;FRIOS;MC92;1829600500206    ;17/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimento preventivo;12/3/2024;Carcasa superior;;;1/5/2024;Mantenimiento preventivo;;;;;;;12/9/2024;Mantenimiento preventivo;;;;;;;;
